HGNC approved symbol;HGNC approved name;UniProt ID (human);Pfam domains;UniProt AC (mouse);UniProt ID (mouse);Function;Modification;Protein complex;Target molecule;Target entity;Product
ZNF541;zinc finger protein 541;ZN541_HUMAN;ELM2 PF01448 1074-1131, Pfam-B_17081 PB017081 567-665, Pfam-B_27795 PB027795 956-1034, Pfam-B_3685 PB003685 772-954, Pfam-B_40457 PB040457 1171-1225, zf-C2H2 PF00096 168-190, zf-C2H2_4 PF13894 140-163 196-221;Q0GGX2;ZN541_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
CHD8;chromodomain helicase DNA binding protein 8;CHD8_HUMAN;BRK PF07533 2308-2353, Chromo PF00385 642-704 724-778, Helicase_C PF00271 1167-1247, Pfam-B_10410 PB010410 1-109, Pfam-B_12479 PB012479 1721-1779, Pfam-B_13819 PB013819 2211-2279, Pfam-B_20709 PB020709 2031-2169, Pfam-B_2565 PB002565 1781-2029, Pfam-B_6146 PB006146 2171-2209, Pfam-B_6192 PB006192 1481-1669, Pfam-B_7386 PB007386 311-493, Pfam-B_8182 PB008182 1411-1479, Pfam-B_8545 PB008545 111-309, SNF2_N PF00176 814-1101;Q09XV5;CHD8_MOUSE;Chromatin remodeling;#;CHD8, MLL2/3, MLL4/WBP7;chromatin;H1;#
SSRP1;structure specific recognition protein 1;SSRP1_HUMAN;HMG_box PF00505 547-615, Pfam-B_9245 PB009245 1-73, Rtt106 PF08512 338-428, SSrecog PF03531 74-285;Q08943;SSRP1_MOUSE;Chromatin remodeling;#;FACT;histone;H3, H4;#
PADI2;peptidyl arginine deiminase, type II;PADI2_HUMAN;PAD PF03068 279-665, PAD_M PF08527 116-274, PAD_N PF08526 1-114;Q08642;PADI2_MOUSE;Histone modification;Histone citrullination;#;histone;H2AR, H3R, H4R;H2ARci, H3Rci, H4Rci
TFDP1;transcription factor Dp-1;TFDP1_HUMAN;DP PF08781 200-344, E2F_TDP PF02319 111-193;Q08639;TFDP1_MOUSE;Histone modification;#;RING2-L3MBTL2;histone;#;#
RAD51;RAD51 recombinase;RAD51_HUMAN;HHH_5 PF14520 28-80, Rad51 PF08423 83-338;Q08297;RAD51_MOUSE;Histone modification erase;Histone ubiquitination;BRCC;#;histone;#
SMARCAD1;SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1;SMRCD_HUMAN;Helicase_C PF00271 888-967, Pfam-B_295 PB000295 41-308, SNF2_N PF00176 500-788;Q04692;SMRCD_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
IKZF1;IKAROS family zinc finger 1 (Ikaros);IKZF1_HUMAN;zf-H2C2_2 PF13465 131-156 159-184 187-212;Q03267;IKZF1_MOUSE;Chromatin remodeling, TF;#;#;DNA;DNA motif;#
CDK7;cyclin-dependent kinase 7;CDK7_HUMAN;Pfam-B_20206 PB020206 301-344, Pkinase PF00069 12-295;Q03147;CDK7_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H1;#
MTF2;metal response element binding transcription factor 2;MTF2_HUMAN;Mtf2_C PF14061 542-592, PHD PF00628 104-157;Q02395;MTF2_MOUSE;Polycomb group (PcG) protein;#;PRC2;histone;H3K36me3;#
TOP2A;topoisomerase (DNA) II alpha 170kDa;TOP2A_HUMAN;DNA_gyraseB PF00204 266-430, DNA_topoisoIV PF00521 713-1172, DTHCT PF08070 1435-1523, HATPase_c PF02518 77-224, Toprim PF01751 456-572;Q01320;TOP2A_MOUSE;Chromatin remodeling;#;#;DNA;DNA;#
YY1;YY1 transcription factor;TYY1_HUMAN;zf-C2H2 PF00096 383-407, zf-H2C2_2 PF13465 339-365;Q00899;TYY1_MOUSE;Chromatin remodeling cofactor, TF;TF repressor;Ino80;DNA;DNA motif;#
BRCA2;breast cancer 2, early onset;BRCA2_HUMAN;BRCA-2_OB1 PF09103 2670-2800, BRCA-2_OB3 PF09104 3052-3190, BRCA-2_helical PF09169 2479-2667, BRCA2 PF00634 1002-1036 1212-1246 1421-1455 1517-1551 1664-1698 1837-1871 1971-2005 2051-2085, Pfam-B_13057 PB013057 2141-2448, Pfam-B_47717 PB047717 2449-2478, Pfam-B_8258 PB008258 651-989, Tower PF09121 2831-2872;P97929;BRCA2_MOUSE;Histone modification write;Histone acetylation;BRCC;histone, DNA;H3, H4, ssDNA;#
JDP2;Jun dimerization protein 2;JDP2_HUMAN;bZIP_1 PF00170 70-131;P97875;JDP2_MOUSE;Chromatin remodeling, Histone modification erase cofactor;Histone acetylation;#;DNA;#;#
ANP32E;acidic (leucine-rich) nuclear phosphoprotein 32 family, member E;AN32E_HUMAN;LRR_4 PF12799 88-133, LRR_8 PF13855 65-125, Pfam-B_38005 PB038005 215-262, Pfam-B_94319 PB094319 171-200;P97822;AN32E_MOUSE;Histone chaperone, Histone modification read;#;SWR;histone;H2A.Z;#
EYA1;EYA transcriptional coactivator and phosphatase 1;EYA1_HUMAN;Pfam-B_10178 PB010178 530-586, Pfam-B_3150 PB003150 209-513;P97767;EYA1_MOUSE;Histone modification erase;Histone phosphorylation;#;histone;H2AXT142;#
SMARCC1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1;SMRC1_HUMAN;Myb_DNA-binding PF00249 620-665, SWIRM PF04433 449-537;P97496;SMRC1_MOUSE;Chromatin remodeling cofactor;#;BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1;chromatin;#;#
EYA3;EYA transcriptional coactivator and phosphatase 3;EYA3_HUMAN;#;P97480;EYA3_MOUSE;Histone modification erase;Histone phosphorylation;#;histone;H2AXT142;#
AURKA;aurora kinase A;AURKA_HUMAN;Pfam-B_20489 PB020489 1-59, Pkinase PF00069 133-383;P97477;AURKA_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H3;H3S10ph
PPP4C;protein phosphatase 4, catalytic subunit;PP4C_HUMAN;Metallophos PF00149 47-242;P97470;PP4C_MOUSE;Histone modification erase;Histone phosphorylation;PPP4C-PPP4R2-PPP4R3A;histone;H2AXS139ph;H2AXS139
SNAI2;snail family zinc finger 2;SNAI2_HUMAN;zf-C2H2 PF00096 159-181, zf-C2H2_6 PF13912 127-153, zf-H2C2_2 PF13465 199-224 227-252;P97469;SNAI2_MOUSE;Histone modification erase cofactor;#;#;histone;#;#
NPAS2;neuronal PAS domain protein 2;NPAS2_HUMAN;HLH PF00010 10-59, PAS PF00989 84-176, PAS_11 PF14598 248-356;P97460;NPAS2_MOUSE;Chromatin remodeling, TF;TF activator;#;DNA;DNA motif;#
SMYD1;SET and MYND domain containing 1;SMYD1_HUMAN;SET PF00856 18-253, zf-MYND PF01753 52-90;P97443;SMYD1_MOUSE;Histone modification write;Histone methylation;#;histone;H3K4;H3K4me
CDK2;cyclin-dependent kinase 2;CDK2_HUMAN;Pkinase PF00069 4-286;P97377;CDK2_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H1S, H1T;H1Sph, H1Tph
PRKDC;protein kinase, DNA-activated, catalytic polypeptide;PRKDC_HUMAN;FAT PF02259 3023-3470, FATC PF02260 4096-4128, NUC194 PF08163 1813-2210, PI3_PI4_kinase PF00454 3747-4015, Pfam-B_14440 PB014440 411-472, Pfam-B_1565 PB001565 131-345, Pfam-B_9125 PB009125 2650-2694;P97313;PRKDC_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H2AXS139, H2AFXS139;H2AXS139ph, H2AFXS139ph
SRSF3;serine/arginine-rich splicing factor 3;SRSF3_HUMAN;Pfam-B_13909 PB013909 131-162, RRM_1 PF00076 12-77;P84104;SRSF3_MOUSE;RNA modification;#;#;RNA;#;#
CBX1;chromobox homolog 1;CBX1_HUMAN;Chromo PF00385 21-70, Chromo_shadow PF01393 115-172;P83917;CBX1_MOUSE;Histone modification read;#;#;histone;H3K9me3, H3K27me3;#
UTY;ubiquitously transcribed tetratricopeptide repeat containing, Y-linked;UTY_HUMAN;JmjC PF02373 1080-1188, Pfam-B_2066 PB002066 1-49, Pfam-B_604 PB000604 580-716, Pfam-B_972 PB000972 718-1056, TPR_1 PF00515 127-160 315-348 349-377, TPR_17 PF13431 269-301, TPR_8 PF13181 202-233;P79457;UTY_MOUSE;Histone modification erase;Histone ubiquitination;#;histone;H3K27me;#
TP53BP1;tumor protein p53 binding protein 1;TP53B_HUMAN;53-BP1_Tudor PF09038 1483-1604, Pfam-B_14288 PB014288 1213-1356, Pfam-B_21507 PB021507 1-59, Pfam-B_24656 PB024656 1358-1386, Pfam-B_24892 PB024892 970-1000, Pfam-B_44 PB000044 528-565, Pfam-B_689 PB000689 567-698, Pfam-B_9132 PB009132 902-939, Pfam-B_9249 PB009249 1611-1967;P70399;TP53B_MOUSE;Histone modification read;#;#;histone;H4K79me2, H4K20me2;#
NCOA1;nuclear receptor coactivator 1;NCOA1_HUMAN;DUF1518 PF07469 1149-1205 1212-1268, Nuc_rec_co-act PF08815 924-973, PAS PF00989 112-183, PAS_11 PF14598 259-370, SRC-1 PF08832 625-708;P70365;NCOA1_MOUSE;Histone modification write;Histone acetylation;#;histone;H3, H4;#
NFYC;nuclear transcription factor Y, gamma;NFYC_HUMAN;CBFD_NFYB_HMF PF00808 41-105, Pfam-B_8767 PB008767 141-201;P70353;NFYC_MOUSE;Histone modification;#;#;histone;#;#
EZH1;enhancer of zeste 1 polycomb repressive complex 2 subunit;EZH1_HUMAN;EZH2_WD-Binding PF11616 39-68, SET PF00856 624-728;P70351;EZH1_MOUSE;Histone modification write, Polycomb group (PcG) protein;Histone methylation;PRC2;histone;H3K27;H3K27me1, H3K27me2, H3K27me3
GFI1;growth factor independent 1 transcription repressor;GFI1_HUMAN;LIM PF00412 228-283 287-342 346-401 405-460, Paxillin PF03535 6-135;P70338;GFI1_MOUSE;Chromatin remodeling;#;#;#;#;#
HDAC2;histone deacetylase 2;HDAC2_HUMAN;Hist_deacetyl PF00850 19-321, Pfam-B_46198 PB046198 351-449;P70288;HDAC2_MOUSE;Histone modification erase;Histone acetylation;SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, NuRD, BHC, MeCP1, mSin3A, core HDAC, mSin3A-like complex, RING2-L3MBTL2, LSD-CoREST;histone;H2AKac, H2BKac, H3Kac, H4Kac;H2AK, H2BK, H3K, H4K
RAD54L;RAD54-like (S. cerevisiae);RAD54_HUMAN;Helicase_C PF00271 531-611, Pfam-B_14570 PB014570 674-743, Rad54_N PF08658 33-138, SNF2_N PF00176 156-463;P70270;RAD54_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
PKN1;protein kinase N1;PKN1_HUMAN;HR1 PF02185 37-105 126-198 213-285, Pfam-B_33979 PB033979 8-36, Pkinase PF00069 615-874, Pkinase_C PF00433 894-940;P70268;PKN1_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H3T11;H3T11ph
ZHX1;zinc fingers and homeoboxes 1;ZHX1_HUMAN;Homeobox PF00046 297-339 467-521 573-623 665-717, Homez PF11569 776-827, Pfam-B_22595 PB022595 1-37;P70121;ZHX1_MOUSE;Chromatin remodeling, Histone modification write cofactor;Histone acetylation, Histone methylation;#;histone;#;#
PRKCB;protein kinase C, beta;KPCB_HUMAN;C1_1 PF00130 37-89 102-154, C2 PF00168 173-260, Pkinase PF00069 342-600, Pkinase_C PF00433 620-666;P68404;KPCB_MOUSE;Histone modification write;Histone methylation;#;histone;H3T6;H3T6ph
PPP2CA;protein phosphatase 2, catalytic subunit, alpha isozyme;PP2AA_HUMAN;Metallophos PF00149 50-245;P63330;PP2AA_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H2AX;H2AXph
HMGB1;high mobility group box 1;HMGB1_HUMAN;HMG_box PF00505 95-163, HMG_box_2 PF09011 6-79;P63158;HMGB1_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
UBE2B;ubiquitin-conjugating enzyme E2B;UBE2B_HUMAN;UQ_con PF00179 8-145;P63147;UBE2B_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H2A, H2BK121;H2BK120ub2
NFYB;nuclear transcription factor Y, beta;NFYB_HUMAN;CBFD_NFYB_HMF PF00808 57-122, Pfam-B_17851 PB017851 1-39;P63139;NFYB_MOUSE;Chromatin remodeling, TF;TF activator;#;DNA;DNA motif;#
YWHAZ;tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta;1433Z_HUMAN;14-3-3 PF00244 3-236;P63101;1433Z_MOUSE;Histone modification read;#;#;histone;H3;#
RBX1;ring-box 1, E3 ubiquitin protein ligase;RBX1_HUMAN;zf-rbx1 PF12678 21-98;P62878;RBX1_MOUSE;Histone modification write cofactor;Histone ubiquitination;#;histone;H3, H4;H3ub, H4ub
YWHAE;tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon;1433E_HUMAN;14-3-3 PF00244 4-239;P62259;1433E_MOUSE;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
UBE2H;ubiquitin-conjugating enzyme E2H;UBE2H_HUMAN;UQ_con PF00179 9-145;P62257;UBE2H_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H2A, H2B;H2Aub, H2Bub
USP46;ubiquitin specific peptidase 46;UBP46_HUMAN;UCH PF00443 34-362;P62069;UBP46_MOUSE;Histone modification erase;Histone ubiquitination;#;histone;H2Aub;H2A
WDR5;WD repeat domain 5;WDR5_HUMAN;WD40 PF00400 36-73 77-115 119-157 161-199 203-242 246-287 291-331;P61965;WDR5_MOUSE;Histone modification read;#;ATAC, NSL, RING2-L3MBTL2, COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4;histone;H3K4, H3K4me1, H3K4me2, H3K4me3;#
UBE2N;ubiquitin-conjugating enzyme E2N;UBE2N_HUMAN;UQ_con PF00179 7-144;P61089;UBE2N_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H2AX;H2AXub
UBE2D1;ubiquitin-conjugating enzyme E2D 1;UB2D1_HUMAN;UQ_con PF00179 5-142;P61080;UB2D1_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H2BK48;H2BK48ub
UBE2D3;ubiquitin-conjugating enzyme E2D 3;UB2D3_HUMAN;UQ_con PF00179 5-142;P61079;UB2D3_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H2AK119;H2AK119ub
MORF4L1;mortality factor 4 like 1;MO4L1_HUMAN;MRG PF05712 166-350, Tudor-knot PF11717 11-53;P60762;MO4L1_MOUSE;Histone modification read;#;NuA4;histone;H4;#
ACTB;actin, beta;ACTB_HUMAN;Actin PF00022 2-375;P60710;ACTB_MOUSE;Chromatin remodeling cofactor;#;BAF, nBAF, npBAF, PBAF, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1, NuA4, NuA4-related complex;chromatin;#;#
RUVBL1;RuvB-like AAA ATPase 1;RUVB1_HUMAN;TIP49 PF06068 14-416;P60122;RUVB1_MOUSE;Chromatin remodeling, Histone modification write;Histone phosphorylation;Ino80, SWR, NuA4, NuA4-related complex, CHD8, MLL2/3, MLL4/WBP7, SRCAP;chromatin;#;#
KDM2A;lysine (K)-specific demethylase 2A;KDM2A_HUMAN;F-box PF00646 889-935, JmjC PF02373 199-299, Pfam-B_11167 PB011167 362-470, Pfam-B_6618 PB006618 951-1149, Pfam-B_9841 PB009841 686-744, zf-CXXC PF02008 563-609;P59997;KDM2A_MOUSE;Histone modification erase;Histone methylation;#;histone;H3K36me2;H3K36
SIRT6;sirtuin 6;SIR6_HUMAN;SIR2 PF02146 52-89 80-221;P59941;SIR6_MOUSE;Histone modification erase;Histone acetylation;#;histone;H3K9ac, H3K56ac;H3K9, H3K56
ASXL1;additional sex combs like transcriptional regulator 1;ASXL1_HUMAN;ASXH PF13919 231-362, HARE-HTH PF05066 11-83, PHD_3 PF13922 1475-1539, Pfam-B_4087 PB004087 970-1084;P59598;ASXL1_MOUSE;Histone modification erase, Polycomb group (PcG) protein;Histone deubiquitination;PR-DUB;histone;H2AK119;H2AK119ub1
L3MBTL2;l(3)mbt-like 2 (Drosophila);LMBL2_HUMAN;MBT PF02820 214-290 327-395 432-508 540-610;P59178;LMBL2_MOUSE;Histone modification read;#;RING2-L3MBTL2;histone;H3K4, H3K9, H3K27, H4K20;#
SENP1;SUMO1/sentrin specific peptidase 1;SENP1_HUMAN;Peptidase_C48 PF02902 464-642, Pfam-B_2161 PB002161 1-189, Pfam-B_34931 PB034931 191-249;P59110;SENP1_MOUSE;Histone modification erase cofactor;Histone sumoylation;#;histone;H4;#
FOXP2;forkhead box P2;FOXP2_HUMAN;Fork_head PF00250 504-593, Pfam-B_4008 PB004008 240-308;P58463;FOXP2_MOUSE;TF;#;#;histone, DNA;DNA motif;#
FOXP1;forkhead box P1;FOXP1_HUMAN;Fork_head PF00250 465-555, Pfam-B_24123 PB024123 1-79;P58462;FOXP1_MOUSE;TF;#;#;histone, DNA;DNA motif;#
DPF3;D4, zinc and double PHD fingers, family 3;DPF3_HUMAN;PHD PF00628 261-319 318-366, Requiem_N PF14051 12-85;P58269;DPF3_MOUSE;Chromatin remodeling;#;BAF, nBAF, SWI/SNF BRM-BRG1;histone;H3, H4;#
MAZ;MYC-associated zinc finger protein (purine-binding transcription factor);MAZ_HUMAN;zf-C2H2 PF00096 337-360, zf-C2H2_4 PF13894 190-213 366-388, zf-H2C2_2 PF13465 293-318;P56671;MAZ_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
TDG;thymine-DNA glycosylase;TDG_HUMAN;UDG PF03167 125-293;P56581;TDG_MOUSE;DNA modification;DNA hydroxymethylation;#;DNA;G:U, G:T, G:hmU;C, 5mC, 5hmC
CTBP2;C-terminal binding protein 2;CTBP2_HUMAN;2-Hacid_dh PF00389 36-358, 2-Hacid_dh_C PF02826 139-323;P56546;CTBP2_MOUSE;Histone modification write cofactor;Histone methylation;#;histone;H3K9;H3K9me, H3K9me2
KMT2A;lysine (K)-specific methyltransferase 2A;KMT2A_HUMAN;FYRC PF05965 3666-3749, FYRN PF05964 2023-2073, PHD PF00628 1481-1533 1568-1627, Pfam-B_11202 PB011202 1021-1086, SET PF00856 3840-3945, zf-CXXC PF02008 1147-1194, zf-HC5HC2H PF13771 1900-1978;P55200;KMT2A_MOUSE;Histone modification write;Histone methylation;MLL-HCF, CHD8, COMPASS-like MLL1,2;histone;H3K4;H3K4me
MSH6;mutS homolog 6;MSH6_HUMAN;MutS_I PF01624 407-526, MutS_II PF05188 537-703, MutS_III PF05192 737-1065, MutS_IV PF05190 932-1024, MutS_V PF00488 1074-1326, PWWP PF00855 90-182;P54276;MSH6_MOUSE;Histone modification read;#;#;histone;H3K36me3;#
DNAJC2;DnaJ (Hsp40) homolog, subfamily C, member 2;DNJC2_HUMAN;DnaJ PF00226 88-158, Myb_DNA-binding PF00249 451-506 552-600, Pfam-B_24524 PB024524 28-59, Pfam-B_30652 PB030652 1-27;P54103;DNJC2_MOUSE;Histone modification read;#;#;histone;H2A;#
UBE2E1;ubiquitin-conjugating enzyme E2E 1;UB2E1_HUMAN;UQ_con PF00179 51-188;P52482;UB2E1_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H2BK120;H2BK120ub
PKM;pyruvate kinase, muscle;KPYM_HUMAN;PK PF00224 42-395, PK_C PF02887 409-529;P52480;KPYM_MOUSE;Histone modification write cofactor;Histone phosphorylation;#;histone;H3S10, H3S28, H2BS32;H3S10ph, H3S28ph, H2BS32ph, H3T11ph
APOBEC1;apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1;ABEC1_HUMAN;APOBEC_N PF08210 17-186;P51908;ABEC1_MOUSE;DNA modification, RNA modification;DNA demethylation, mRNA editing;APOB_mRNA_editosome;DNA, RNA;ssDNA, mRNA, mC;U
NAP1L2;nucleosome assembly protein 1-like 2;NP1L2_HUMAN;NAP PF00956 109-412;P51860;NP1L2_MOUSE;Histone modification cofactor;#;#;histone;H3, H4;#
HDGF;hepatoma-derived growth factor;HDGF_HUMAN;PWWP PF00855 10-92;P51859;HDGF_MOUSE;Chromatin remodeling, TF;TF repressor;#;DNA;DNA motif;#
CDK5;cyclin-dependent kinase 5;CDK5_HUMAN;Pkinase PF00069 4-286;P49615;CDK5_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H1;#
CENPC;centromere protein C;CENPC_HUMAN;CENP-C_C PF11699 856-940, CENP-C_mid PF15620 296-552, CENP_C_N PF15622 7-292;P49452;CENPC_MOUSE;DNA modification;DNA methylation;#;DNA;C;5mC
CIT;citron rho-interacting serine/threonine kinase;CTRO_HUMAN;CNH PF00780 1597-1868, Pfam-B_11694 PB011694 483-521, Pfam-B_387 PB000387 1354-1412, Pkinase PF00069 97-360, Pkinase_C PF00433 378-424;P49025;CTRO_MOUSE;Histone modification write cofactor, Histone modification write cofactor;Histone methylation, Histone phosphorylation;#;histone;H3K9;H3K9me
BRCA1;breast cancer 1, early onset;BRCA1_HUMAN;BRCT PF00533 1648-1723 1756-1842, BRCT_assoc PF12820 344-508, EIN3 PF04873 648-978, Pfam-B_17893 PB017893 1404-1493, zf-C3HC4 PF00097 24-64;P48754;BRCA1_MOUSE;Histone modification write cofactor, TF;Histone acetylation, Histone methylation, Histone ubiquitination, TF activator, TF repressor;BRCC, BRCA1-A;DNA;DNA motif;#
GADD45A;growth arrest and DNA-damage-inducible, alpha;GA45A_HUMAN;Ribosomal_L7Ae PF01248 21-123;P48316;GA45A_MOUSE;Chromatin remodeling;#;#;histone;H2A, H2B, H3, H4;#
VDR;vitamin D (1,25- dihydroxyvitamin D3) receptor;VDR_HUMAN;Hormone_recep PF00104 209-418, zf-C4 PF00105 22-91;P48281;VDR_MOUSE;Chromatin remodeling cofactor, TF;#;#;histone;H2BK12ac, H3K14ac, H4K16ac;#
BRCC3;BRCA1/BRCA2-containing complex, subunit 3;BRCC3_HUMAN;JAB PF01398 7-148;P46737;BRCC3_MOUSE;Histone modification erase;Histone deubiquitination;BRISC, BRCA1-A;histone;H2AK63, H2AXK63;H2A, H2AX
CREBBP;CREB binding protein;CBP_HUMAN;Bromodomain PF00439 1094-1180, Creb_binding PF09030 2016-2115, DUF902 PF06001 1191-1232, KAT11 PF08214 1342-1648, KIX PF02172 587-667, Pfam-B_2669 PB002669 2188-2217, Pfam-B_817 PB000817 2353-2401, ZZ PF00569 1701-1742, zf-TAZ PF02135 352-432 1770-1843;P45481;CBP_MOUSE;Histone modification write;Histone acetylation;#;histone;#;#
KDM5C;lysine (K)-specific demethylase 5C;KDM5C_HUMAN;ARID PF01388 76-165, JmjC PF02373 501-617, JmjN PF02375 15-48, PHD PF00628 326-374 1187-1250, PLU-1 PF08429 771-1100, Pfam-B_12821 PB012821 1417-1482, zf-C5HC2 PF02928 707-760;P41230;KDM5C_MOUSE;Histone modification erase;Histone methylation;#;histone;H3K4me3;H3K4me2, H3K4me1
CHD1;chromodomain helicase DNA binding protein 1;CHD1_HUMAN;Chromo PF00385 273-355 389-443, DUF4208 PF13907 1400-1500, Helicase_C PF00271 822-902, Pfam-B_182 PB000182 1646-1708, Pfam-B_91833 PB091833 121-162, SNF2_N PF00176 484-765;P40201;CHD1_MOUSE;Chromatin remodeling;#;#;DNA;#;#
TTK;TTK protein kinase;TTK_HUMAN;Pfam-B_2743 PB002743 1-291, Pkinase PF00069 525-791;P35761;TTK_MOUSE;Histone modification write cofactor;Histone phosphorylation;#;histone;H2AT120;H2AT120ph
FOXA1;forkhead box A1;FOXA1_HUMAN;Fork_head PF00250 170-265, Fork_head_N PF08430 17-169, HNF_C PF09354 397-461;P35582;FOXA1_MOUSE;Chromatin remodeling, TF;#;#;chromatin, DNA;DNA motif;#
FBL;fibrillarin;FBRL_HUMAN;Fibrillarin PF01269 88-315;P35550;FBRL_MOUSE;Histone modification write;Histone methylation;#;histone;H2AQ104;H2AQ104me
CBX2;chromobox homolog 2;CBX2_HUMAN;Chromo PF00385 12-61, Pfam-B_1400 PB001400 249-295;P30658;CBX2_MOUSE;Histone modification read;#;PRC1;histone;H3K9me3, H3K27me3;#
PRKCD;protein kinase C, delta;KPCD_HUMAN;C1_1 PF00130 159-211 231-283, Pkinase PF00069 349-603, Pkinase_C PF00433 623-669;P28867;KPCD_MOUSE;Histone modification;#;#;histone;#;#
NAP1L1;nucleosome assembly protein 1-like 1;NP1L1_HUMAN;NAP PF00956 75-346;P28656;NP1L1_MOUSE;Histone chaperone;#;#;histone;#;#
MAX;MYC associated factor X;MAX_HUMAN;HLH PF00010 24-75;P28574;MAX_MOUSE;Histone modification write cofactor, TF;Histone methylation, Histone acetylation, TF activator, TF repressor;CHD8, MLL2/3, MLL4/WBP7;DNA;DNA motif;#
APEX1;APEX nuclease (multifunctional DNA repair enzyme) 1;APEX1_HUMAN;Exo_endo_phos PF03372 65-309, Pfam-B_21616 PB021616 1-39;P28352;APEX1_MOUSE;DNA modification cofactor;DNA demethylation;#;DNA;#;#
MST1;macrophage stimulating 1 (hepatocyte growth factor-like);HGFL_HUMAN;Kringle PF00051 110-186 191-268 283-361 370-448, PAN_1 PF00024 16-106, Trypsin PF00089 484-704;P26928;HGFL_MOUSE;Histone modification;#;#;histone;#;#
BMI1;BMI1 proto-oncogene, polycomb ring finger;BMI1_HUMAN;zf-C3HC4 PF00097 18-56;P25916;BMI1_MOUSE;Polycomb group (PcG) protein;#;PRC1;#;#;#
PCGF2;polycomb group ring finger 2;PCGF2_HUMAN;zf-C3HC4 PF00097 18-56;P23798;PCGF2_MOUSE;Polycomb group (PcG) protein;#;PRC1;#;#;#
MOV10;Mov10 RISC complex RNA helicase;MOV10_HUMAN;AAA_11 PF13086 498-605 599-691, AAA_12 PF13087 698-923, Pfam-B_18178 PB018178 1-114;P23249;MOV10_MOUSE;#;#;#;histone;#;#
CBX3;chromobox homolog 3;CBX3_HUMAN;Chromo PF00385 30-79, Chromo_shadow PF01393 119-176;P23198;CBX3_MOUSE;Histone modification read;#;RING2-L3MBTL2, L3MBTL1;histone;H3K9me3;#
GADD45B;growth arrest and DNA-damage-inducible, beta;GA45B_HUMAN;Ribosomal_L7Ae PF01248 21-121;P22339;GA45B_MOUSE;Chromatin remodeling;#;#;histone;H2A, H2B, H3, H4;#
RAG2;recombination activating gene 2;RAG2_HUMAN;RAG2 PF03089 51-389, RAG2_PHD PF13341 414-491;P21784;RAG2_MOUSE;Histone modification read;#;#;histone;H3K4me3;#
PRKCA;protein kinase C, alpha;KPCA_HUMAN;C1_1 PF00130 37-89 102-154, C2 PF00168 173-260, Pkinase PF00069 339-597, Pkinase_C PF00433 622-662;P20444;KPCA_MOUSE;Histone modification write cofactor;Histone phosphorylation;#;histone;H3;#
RPS6KA3;ribosomal protein S6 kinase, 90kDa, polypeptide 3;KS6A3_HUMAN;Pkinase PF00069 68-327 422-679, Pkinase_C PF00433 349-389;P18654;KS6A3_MOUSE;Histone modification write cofactor;Histone phosphorylation;#;histone;H3S10;H3S10ph
HMGN1;high mobility group nucleosome binding domain 1;HMGN1_HUMAN;HMG14_17 PF01101 2-96;P18608;HMGN1_MOUSE;Chromatin remodeling;#;#;histone;H1;#
PCNA;proliferating cell nuclear antigen;PCNA_HUMAN;PCNA_C PF02747 127-254, PCNA_N PF00705 1-125;P17918;PCNA_MOUSE;Chromatin remodeling;#;#;histone;H2A, H2B;#
ATF2;activating transcription factor 2;ATF2_HUMAN;bZIP_1 PF00170 349-413;P16951;ATF2_MOUSE;Histone modification write, TF;Histone acetylation, TF activator;#;histone, DNA;H2B, H4, DNA motif;#
